StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,DGS_1,DGS_2,DGS_3,DGS_4,DGS_5,DGS_6,DGS_7,DGS_8,DGS_9,DGS_10,DGS_11,DGS_12,DGS_13,DGS_14,DGS_15,DGS_16,DGS_17,DGS_18,DGS_19,DGS_20,DGS_21,DGS_22,DGS_23,DGS_24,DGS_25,DGS_26,DGS_27,DGS_28,DGS_29,DGS_30,DGS_31,DGS_32,DGS_33,DGS_34,DGS_35,DGS_36,DGS_37,DGS_38,DGS_39,DGS_40,DGS_41,DGS_42,DGS_43,DGS_44,DGS_45,DGS_46,DGS_47,DGS_48,DGS_49,DGS_50,DGS_51,DGS_52,DGS_53,DGS_54,DGS_55,DGS_56,DGS_57,DGS_58,DGS_59,DGS_60,DGS_61,DGS_62,DGS_63,DGS_64,DGS_65,DGS_66,DGS_67,DGS_68,DGS_69,DGS_70,DGS_71,DGS_72,DGS_73,DGS_74,DGS_75,HEXACO_C_1,HEXACO_C_2,HEXACO_C_3,HEXACO_C_4,HEXACO_C_5,HEXACO_C_6,HEXACO_C_7,HEXACO_C_8,HEXACO_C_9,HEXACO_C_10,Age,Gender,Gender_6_TEXT,Race,Race_7_TEXT,Degree,Degree_8_TEXT,Income,Religion,Religion_11_TEXT,Prolific_ID
2023-02-15 19:58:29,2023-02-15 20:13:07,0,172.56.56.93,100,877,1,2023-02-15 20:13:07,R_27e8JJ1UYRrGgvB,,,,,38.6332,-90.2176,anonymous,EN,1,7,1,4,7,2,6,7,1,4,1,1,6,1,7,7,5,7,7,7,5,7,7,5,7,1,2,6,7,4,7,4,7,7,6,7,7,5,6,4,1,1,4,6,4,7,4,5,7,7,6,1,4,2,1,6,7,7,7,7,5,7,7,7,7,7,5,4,4,1,6,6,1,1,7,7,4,1,5,1,1,5,4,2,1,4,36,2,,6,,4,,1,10,,59c3eeac05da9d0001402bcd
2023-02-15 20:06:38,2023-02-15 20:13:17,0,198.14.220.227,100,399,1,2023-02-15 20:13:18,R_1ovRK3Y7rRXTOAI,,,,,40.7313,-92.8777,anonymous,EN,1,4,4,4,4,4,4,2,4,4,4,6,4,6,4,6,4,4,4,3,2,6,4,4,2,4,4,3,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,5,2,2,3,4,3,4,2,2,4,4,5,5,3,4,4,4,3,3,5,4,5,2,4,4,4,4,7,5,4,3,3,3,3,4,3,3,2,2,3,31,1,,3,,4,,3,10,,5c9ebf067114700016da2813
2023-02-15 20:03:35,2023-02-15 20:13:18,0,98.55.33.128,100,583,1,2023-02-15 20:13:18,R_UoMeMmwP2RY1elr,,,,,39.7277,-104.9815,anonymous,EN,1,3,5,2,2,2,4,5,3,3,1,3,4,1,5,6,5,6,5,5,1,3,5,3,6,5,2,5,2,5,6,4,5,6,6,4,5,5,7,2,6,2,6,6,3,5,5,3,3,4,2,5,5,2,1,4,3,7,7,3,7,6,7,6,4,5,3,2,4,3,5,7,3,2,5,7,5,1,4,1,2,5,2,2,4,2,41,,,6,,5,,7,10,,5a7618b18fe2dc0001057243
2023-02-15 20:02:52,2023-02-15 20:13:32,0,74.194.236.137,100,639,1,2023-02-15 20:13:33,R_1Qynf6XVrMO70Hl,,,,,30.4522,-95.71,anonymous,EN,1,3,5,2,5,2,3,3,3,2,6,5,6,3,2,3,5,6,6,5,3,5,5,5,5,5,2,6,6,5,6,4,7,5,5,3,5,5,6,3,6,2,3,3,2,3,6,3,3,5,5,2,6,2,2,3,3,5,5,5,6,5,3,5,5,3,2,6,6,2,3,5,2,3,6,3,5,1,5,2,2,4,1,2,4,2,36,2,,6,,3,,7,10,,55bb9ae7fdf99b26d27fda01
2023-02-15 20:05:54,2023-02-15 20:13:32,0,47.201.194.223,100,458,1,2023-02-15 20:13:33,R_3QE2sZnYpMadpiR,,,,,27.9785,-82.7827,anonymous,EN,1,4,3,3,5,3,4,5,2,2,2,4,5,2,4,5,6,5,5,5,5,4,5,4,5,5,3,5,3,4,6,4,5,6,5,4,5,5,5,3,4,3,5,3,2,4,5,4,3,5,4,4,5,2,3,4,5,5,5,4,5,5,6,6,5,4,3,4,4,3,5,4,4,4,6,5,4,3,4,2,2,4,2,3,4,3,66,1,,6,,3,,4,12,,5d0e7ce13fe2d0001999c056
2023-02-15 19:56:36,2023-02-15 20:13:38,0,65.31.52.162,100,1022,1,2023-02-15 20:13:39,R_1JUSn9lyGnRJEw9,,,,,40.1589,-81.549,anonymous,EN,1,3,3,2,6,3,2,4,3,3,3,5,5,5,5,5,5,5,5,4,3,3,5,5,4,3,3,5,2,3,5,4,6,5,5,3,5,5,6,3,5,3,3,5,2,5,4,3,5,4,4,3,3,2,3,4,5,6,6,4,5,5,5,5,3,3,3,3,2,2,5,5,5,6,5,5,4,2,3,2,2,4,2,1,3,2,30,1,,6,,3,,10,1,,628f0d7e3055b5d1887916c5
2023-02-15 20:07:57,2023-02-15 20:13:56,0,68.1.92.66,100,358,1,2023-02-15 20:13:57,R_3I0uAFCrgSrJHJt,,,,,30.4062,-87.2182,anonymous,EN,1,3,1,1,4,1,3,1,1,1,1,2,5,5,7,7,7,5,4,4,1,4,6,7,4,4,1,4,1,4,6,4,5,6,7,2,6,3,7,1,7,1,3,7,1,4,6,1,3,1,1,1,4,2,1,3,1,7,7,3,4,5,5,7,2,5,5,7,1,1,4,7,1,7,7,7,5,1,1,1,1,5,2,2,1,2,43,2,,6,,3,,4,10,,5becfeed4f191100013b46db
2023-02-15 20:08:05,2023-02-15 20:14:03,0,35.138.238.49,100,358,1,2023-02-15 20:14:04,R_12LIsGFe2APa2rA,,,,,28.2475,-82.4943,anonymous,EN,1,6,6,6,4,5,1,3,5,5,3,3,4,5,6,5,2,4,2,5,2,6,4,2,2,2,4,1,2,2,3,4,6,4,5,2,4,6,7,1,3,2,6,4,5,7,3,1,1,2,6,2,1,2,4,7,2,5,5,2,3,5,3,5,3,7,3,1,2,3,7,7,3,7,6,5,4,2,5,1,2,5,1,1,4,1,37,1,,6,,3,,11,7,,62c3430ae19d78462af9e743
2023-02-15 20:00:25,2023-02-15 20:14:05,0,99.145.53.195,100,819,1,2023-02-15 20:14:05,R_bPgpCkyTwklaocV,,,,,41.8095,-87.6522,anonymous,EN,1,5,5,4,6,2,4,5,3,2,3,3,4,5,4,4,7,4,6,4,4,5,6,4,6,5,1,5,6,4,6,4,5,6,4,5,6,3,3,4,5,5,5,4,5,4,5,4,6,4,6,5,4,2,3,4,5,6,5,5,5,6,5,5,7,2,3,5,6,6,4,5,3,5,3,6,3,1,3,1,3,4,2,3,2,2,22,1,,6,,4,,2,1,,6176ad85f02bff3e92952593
2023-02-15 20:00:39,2023-02-15 20:14:09,0,68.116.94.147,100,810,1,2023-02-15 20:14:09,R_2wHPY5shqms1VUG,,,,,37.5855,-120.9453,anonymous,EN,1,5,6,2,6,6,1,3,2,3,2,6,6,6,2,6,2,6,5,5,2,2,6,2,3,4,2,5,2,3,3,4,6,6,6,2,5,5,7,2,6,2,6,6,2,2,6,2,2,2,5,3,2,2,5,5,2,5,6,3,5,3,4,6,5,3,2,5,3,2,2,6,2,6,6,5,5,2,4,1,2,5,1,1,4,2,56,1,,6,,5,,12,12,,6132cc931d18eb3ce734accf
2023-02-15 20:08:57,2023-02-15 20:14:12,0,24.16.126.162,100,315,1,2023-02-15 20:14:13,R_1LY8t4e6gwR5c78,,,,,47.6276,-122.6431,anonymous,EN,1,2,4,2,6,2,5,4,2,1,1,3,6,3,3,6,4,6,5,6,4,2,4,6,3,5,2,6,4,5,5,4,5,5,6,3,5,6,5,4,6,1,3,5,2,4,6,4,4,5,4,2,5,2,3,6,5,6,6,4,5,6,6,6,4,3,2,6,2,1,5,4,1,5,6,5,5,1,4,1,1,5,1,1,2,1,43,1,,6,,4,,7,10,,62348f3b53e65a4bfb7acd8b
2023-02-15 20:05:22,2023-02-15 20:14:13,0,68.225.190.240,100,531,1,2023-02-15 20:14:14,R_6Jvm5K5iu0WUw2B,,,,,36.8307,-76.3146,anonymous,EN,1,2,6,3,3,3,3,3,3,6,5,6,3,6,4,2,4,5,3,3,3,5,3,3,3,4,6,4,2,3,3,4,2,5,2,3,2,6,2,3,2,5,3,2,5,5,3,3,4,3,4,3,3,2,3,3,2,5,3,3,3,5,2,6,3,5,5,3,3,3,3,3,4,6,3,6,4,2,4,2,2,4,4,2,4,2,28,2,,3,,5,,11,9,,6016c24ec5b6eb86fb473dc4
2023-02-15 20:02:49,2023-02-15 20:14:15,0,174.24.71.227,100,686,1,2023-02-15 20:14:16,R_22LJVuiAcQ5LC9C,,,,,38.9129,-104.7794,anonymous,EN,1,5,5,1,6,3,3,4,3,3,1,7,6,5,6,5,6,5,5,5,2,4,6,2,3,5,3,5,2,3,5,4,4,5,6,2,5,4,6,3,5,1,6,6,2,5,5,3,2,5,5,3,3,2,3,6,4,6,6,4,4,5,4,6,3,4,2,4,2,2,5,6,1,4,6,5,5,2,4,1,2,5,2,1,3,2,34,2,,6,,3,,12,9,,5bbc18010cb04c00015025ce
2023-02-15 20:07:21,2023-02-15 20:14:24,0,131.93.75.39,100,423,1,2023-02-15 20:14:25,R_2rZvrEfncR5dJND,,,,,44.6615,-90.179,anonymous,EN,1,2,5,2,5,6,1,1,5,7,7,7,4,7,7,1,3,4,1,4,1,6,6,7,1,4,6,1,1,2,2,4,4,5,6,2,4,4,7,1,6,7,2,3,6,5,1,4,1,1,5,5,2,2,2,3,1,2,5,4,4,5,7,5,1,6,5,4,1,6,6,7,7,7,2,3,5,1,4,1,1,5,1,1,4,1,37,1,,1,,5,,9,9,,597761dfd5ddf60001d14b20
2023-02-15 19:59:22,2023-02-15 20:14:37,0,73.176.101.54,100,915,1,2023-02-15 20:14:37,R_2OYGCjwgmZKmEC5,,,,,39.8616,-88.9355,anonymous,EN,1,1,2,1,6,1,3,7,1,1,1,4,7,1,2,7,2,6,5,4,5,1,4,5,5,4,1,5,1,5,7,4,7,6,6,4,5,6,5,2,5,1,5,7,1,4,7,3,5,6,4,1,5,2,1,7,5,7,7,5,7,6,5,6,5,1,1,6,1,1,6,5,4,4,6,7,2,4,2,2,2,4,4,5,1,3,48,1,,6,,2,,3,9,,5588b9e5fdf99b7f40e7f428
2023-02-15 20:07:39,2023-02-15 20:14:39,0,75.111.197.232,100,420,1,2023-02-15 20:14:40,R_2TT1LRnWSMn1Juh,,,,,33.5504,-101.8871,anonymous,EN,1,1,2,5,5,3,1,3,3,6,1,2,6,3,6,7,5,7,5,5,2,2,7,6,3,3,2,5,3,5,5,4,6,6,5,6,6,6,7,3,5,5,5,6,2,5,5,2,5,5,5,1,5,2,5,6,6,7,7,1,6,7,7,7,6,2,3,5,2,2,6,2,3,3,3,5,5,2,5,1,1,4,1,1,2,1,40,1,,3,,5,,8,1,,5c720c7278263500015665f9
2023-02-15 20:02:57,2023-02-15 20:14:41,0,108.92.163.193,100,703,1,2023-02-15 20:14:42,R_2v6r6Od5VGkLuBy,,,,,34.0344,-84.6002,anonymous,EN,1,1,1,1,5,1,3,4,1,1,2,1,5,1,1,6,6,6,6,6,2,3,7,3,3,5,1,6,2,6,6,4,7,7,5,2,6,6,5,2,4,3,3,5,2,1,7,1,3,5,1,3,6,2,1,2,5,7,7,6,6,7,5,6,7,2,3,5,2,1,2,5,1,2,7,6,5,1,4,1,1,4,3,2,2,3,66,2,,6,,3,,4,1,,63af62a1d6cc4166b7a6e646
2023-02-15 20:02:21,2023-02-15 20:14:42,0,67.160.189.168,100,740,1,2023-02-15 20:14:43,R_xudQNZSH1VrO7vz,,,,,44.0197,-123.1008,anonymous,EN,1,7,3,7,4,4,2,2,5,2,2,2,6,3,7,5,5,4,5,6,4,7,5,2,4,5,5,6,1,7,4,4,5,4,6,2,4,4,6,2,4,2,6,4,5,5,7,2,2,5,2,2,7,2,1,3,4,4,6,2,4,5,4,4,2,7,6,5,1,4,6,6,2,3,4,6,4,4,4,2,4,4,2,2,4,3,37,2,,3,,5,,7,10,,5f87d9bfc31a1322cfc32cbd
2023-02-15 20:07:49,2023-02-15 20:14:45,0,98.246.169.94,100,416,1,2023-02-15 20:14:46,R_3Rmf0t86JkiEara,,,,,45.6952,-122.6541,anonymous,EN,1,7,7,3,5,3,2,1,5,1,3,7,5,7,7,2,5,1,1,3,3,7,2,5,1,3,2,5,1,3,3,4,4,4,5,1,3,2,7,1,6,1,3,7,5,2,7,1,1,2,5,1,5,2,1,3,1,4,5,2,2,2,3,1,1,7,6,5,1,7,6,7,2,7,5,2,1,5,2,2,1,4,2,2,4,2,30,1,,6,,5,,2,9,,58a130dcbb9e0f0001ac9ae2
2023-02-15 20:07:24,2023-02-15 20:14:53,0,23.115.28.121,100,448,1,2023-02-15 20:14:53,R_1QivHzCPstqXjxE,,,,,39.7697,-89.6886,anonymous,EN,1,5,3,3,6,2,2,5,2,2,2,5,6,3,5,6,6,6,5,5,3,5,5,1,4,3,3,5,3,5,5,4,6,7,7,5,6,5,6,2,6,1,7,6,2,3,6,2,2,6,3,1,5,2,1,5,6,6,6,3,6,6,2,5,3,5,3,3,3,1,5,6,2,4,6,6,5,2,4,1,1,5,1,1,4,2,35,2,,6,,5,,8,10,,61016fba26e42d1d449f890d
2023-02-15 20:08:31,2023-02-15 20:14:53,0,152.97.218.57,100,382,1,2023-02-15 20:14:54,R_3qgHNsfhj4D3ZTn,,,,,35.7649,-85.6813,anonymous,EN,1,1,5,1,4,3,2,1,1,1,1,6,5,4,5,7,6,7,5,4,6,5,4,1,1,3,1,7,2,7,4,4,6,7,6,3,7,4,5,3,7,1,7,7,1,4,7,1,1,5,3,2,5,2,1,3,4,7,7,2,6,5,1,6,3,4,1,4,1,1,5,6,4,6,5,3,5,1,3,1,1,5,4,2,1,2,39,2,,6,,2,,3,1,,5d7f79e7e41ee70018d9164a
2023-02-15 20:05:39,2023-02-15 20:14:54,0,76.108.131.121,100,555,1,2023-02-15 20:14:55,R_29pn92OcQpB2hTq,,,,,26.062,-80.3368,anonymous,EN,1,1,2,1,7,1,4,4,1,1,1,2,7,1,1,7,7,7,7,7,6,1,7,7,7,7,1,6,2,5,7,4,6,7,7,1,7,7,6,5,7,1,4,7,1,1,7,1,3,7,4,1,4,2,1,4,6,7,7,4,7,6,1,7,6,1,2,6,2,1,1,6,1,4,7,7,5,1,5,1,1,4,1,1,4,3,33,1,,6,,5,,5,1,,566c9284d408ea000519c6d7
2023-02-15 20:08:36,2023-02-15 20:15:00,0,24.148.77.241,100,383,1,2023-02-15 20:15:00,R_2bW43Zm7W7PnWKQ,,,,,41.8482,-87.6521,anonymous,EN,1,2,5,2,6,2,1,4,2,2,1,3,6,2,3,6,5,6,5,5,2,1,6,2,4,5,3,3,2,4,6,4,6,5,6,5,6,5,6,2,6,1,5,5,1,2,6,1,2,5,2,3,5,2,1,3,5,6,7,2,6,5,2,6,5,1,2,5,2,2,6,7,3,2,7,5,4,2,5,1,1,4,1,2,2,2,33,1,,6,,6,,11,10,,5c92aa671ce0cd00128c6c86
2023-02-15 19:26:40,2023-02-15 20:15:03,0,73.84.127.135,100,2902,1,2023-02-15 20:15:03,R_SJzRLQkgbuV7zDH,,,,,26.935,-80.1178,anonymous,EN,1,4,5,2,4,3,2,5,3,2,3,5,5,5,6,5,5,5,4,4,3,2,4,6,3,3,3,4,3,5,4,4,7,5,6,3,6,5,5,1,4,3,5,4,3,2,5,5,3,3,3,3,5,2,3,3,5,6,6,6,5,5,5,5,5,3,3,5,3,3,5,5,3,5,4,4,4,2,4,2,2,2,2,2,2,2,39,1,,6,,5,,11,10,,614e6f4f00a9e94b123316d3
2023-02-15 20:09:52,2023-02-15 20:15:06,0,98.235.49.119,100,313,1,2023-02-15 20:15:06,R_3lU8T6xpU7E6OnT,,,,,40.2744,-76.7062,anonymous,EN,1,4,3,2,6,3,5,5,2,4,2,3,6,3,4,6,5,5,6,5,5,5,5,3,4,5,2,5,4,3,6,4,5,5,5,5,5,5,4,5,6,3,5,6,4,5,6,3,5,5,5,3,5,2,1,4,5,6,6,3,6,5,5,4,6,6,5,4,5,3,3,4,2,4,6,5,4,4,4,2,3,5,1,3,4,5,50,1,,6,,2,,3,12,,558fd02cfdf99b39cb035e5d
2023-02-15 20:08:28,2023-02-15 20:15:07,0,141.126.14.106,100,399,1,2023-02-15 20:15:08,R_2y13YSVmCTiZZLu,,,,,36.5491,-82.5584,anonymous,EN,1,2,2,1,7,1,2,5,1,6,1,2,7,4,3,7,4,7,7,6,3,1,7,3,5,7,1,1,5,1,7,4,7,7,7,4,6,7,6,1,7,1,7,7,1,5,6,1,3,6,5,1,3,2,1,7,7,7,7,3,7,7,3,7,6,1,1,3,5,1,7,7,2,7,7,7,5,1,5,1,1,5,1,1,2,1,31,1,,6,,5,,6,9,,5591cd21fdf99b63126f6c60
2023-02-15 20:05:58,2023-02-15 20:15:09,0,76.88.126.136,100,551,1,2023-02-15 20:15:09,R_3MoJxtTele09xG1,,,,,32.9761,-115.5291,anonymous,EN,1,5,5,2,5,3,4,5,2,2,3,5,5,3,3,5,3,6,5,5,4,6,6,3,5,3,2,6,2,7,5,4,6,6,6,5,5,5,6,5,3,3,6,5,3,5,6,2,3,4,3,3,6,2,3,6,6,6,7,5,6,5,5,5,5,2,2,6,5,3,5,5,2,3,5,4,4,2,5,2,2,4,2,2,4,2,30,2,,3,,5,,9,10,,60fefd6de6b470fd133b7d5d
2023-02-15 20:04:31,2023-02-15 20:15:11,0,167.248.98.225,100,640,1,2023-02-15 20:15:12,R_2uqvDQljxvFdEQc,,,,,40.8219,-96.6244,anonymous,EN,1,2,5,1,6,3,3,6,2,2,1,6,7,3,3,6,7,7,6,6,6,3,6,2,5,5,2,7,5,7,6,4,7,7,7,5,7,5,6,3,6,2,7,7,1,1,7,1,3,4,3,2,7,2,1,6,6,7,7,3,7,7,2,7,6,1,2,7,5,1,2,7,1,6,7,6,5,4,2,1,3,5,2,2,5,3,23,5,,6,,3,,4,11,Pagan,60fd8be40b4150653bf996d5
2023-02-15 20:00:38,2023-02-15 20:15:18,0,98.171.40.191,100,880,1,2023-02-15 20:15:19,R_1mFsUTuVZzsIpE4,,,,,33.9723,-112.7278,anonymous,EN,1,6,2,4,6,3,3,4,1,1,1,4,6,3,4,6,6,5,6,4,3,3,5,6,6,4,1,5,3,5,5,4,6,6,6,3,6,5,6,5,7,1,2,7,3,3,7,2,3,4,2,1,5,2,4,7,5,6,7,3,7,7,3,4,3,5,2,5,3,2,6,6,1,6,5,5,5,2,4,2,1,4,1,1,2,1,67,1,,6,,4,,4,10,,60002c38af716201edc1763d
2023-02-15 20:07:33,2023-02-15 20:15:21,0,173.174.222.92,100,468,1,2023-02-15 20:15:22,R_1CHOrjSOKZUPym3,,,,,29.4698,-98.5357,anonymous,EN,1,5,6,4,4,3,3,2,4,2,5,6,5,7,7,4,6,5,5,3,2,5,5,3,2,4,3,5,1,4,5,4,4,5,5,2,5,5,4,2,3,5,4,5,2,2,4,2,1,2,4,2,4,2,1,4,2,4,5,1,5,4,5,5,2,5,5,5,2,4,3,5,5,6,5,4,4,2,1,2,4,4,3,2,3,3,47,2,,6,,3,,1,9,,5fc107b696c1250962897bcb
2023-02-15 20:08:17,2023-02-15 20:15:24,0,72.86.47.23,100,426,1,2023-02-15 20:15:24,R_3qg2IwmFHMgiMI2,,,,,39.1222,-77.5655,anonymous,EN,1,6,5,2,6,3,5,5,2,6,1,4,6,2,3,6,4,6,6,6,6,2,6,2,6,6,2,6,6,5,6,4,6,6,6,5,6,6,6,4,6,1,6,1,1,1,7,1,6,5,5,1,6,2,2,6,6,7,7,5,5,6,5,6,6,2,4,6,2,1,5,6,6,1,6,6,5,4,5,2,2,5,2,3,4,2,45,1,,6,,6,,12,7,,5fc46f87f8b6b98b2ae7d8cb
2023-02-15 20:00:20,2023-02-15 20:15:34,0,150.108.242.97,100,913,1,2023-02-15 20:15:34,R_2cbIGcFriH40xfB,,,,,40.7597,-73.981,anonymous,EN,1,6,5,3,5,2,1,6,2,2,2,7,5,5,5,5,5,5,4,5,6,2,6,1,5,3,2,3,2,2,6,4,5,6,6,6,7,2,6,1,6,3,5,6,2,2,7,6,2,2,5,3,2,2,1,1,5,6,6,2,7,5,5,5,6,1,5,3,6,5,2,6,6,2,6,6,1,2,2,2,4,2,4,2,1,4,27,1,,2,,6,,12,2,,60fe07f8bf59907b6249b488
2023-02-15 20:07:31,2023-02-15 20:16:01,0,172.58.139.185,100,510,1,2023-02-15 20:16:01,R_3OfxZErOdScZ5VH,,,,,41.85,-87.7165,anonymous,EN,1,4,7,7,4,5,1,1,7,7,6,7,4,7,7,4,5,2,2,1,1,7,1,1,1,4,1,1,1,1,2,4,2,4,4,1,2,5,4,1,7,6,7,4,2,5,1,1,1,1,2,1,1,2,1,2,4,6,7,1,5,1,1,1,1,7,4,6,1,1,5,4,5,7,1,7,5,1,3,1,4,5,1,1,4,3,37,2,,6,,5,,2,9,,5938e042e9b44100013ae891
2023-02-15 20:07:18,2023-02-15 20:16:09,0,76.221.131.166,100,530,1,2023-02-15 20:16:09,R_3g0KnCwbWEgbuy0,,,,,33.8782,-117.9567,anonymous,EN,1,3,4,1,5,2,3,4,1,3,1,4,5,3,4,7,3,6,7,4,4,3,6,1,4,5,1,5,2,4,6,4,4,7,4,2,7,5,4,3,6,1,7,7,1,1,6,3,2,4,2,4,4,2,1,7,4,7,7,4,7,7,3,6,4,5,2,7,2,1,3,4,1,4,7,4,3,2,4,2,2,4,3,2,3,3,52,1,,6,,3,,9,9,,636c2c5de21b3d5ba69db1b7
2023-02-15 19:52:53,2023-02-15 20:16:09,0,96.39.157.175,100,1396,1,2023-02-15 20:16:10,R_1QMiy4ubRDkZBw2,,,,,46.5922,-120.53,anonymous,EN,1,4,2,2,4,2,3,5,2,2,2,3,5,3,6,6,6,6,4,5,5,4,5,2,4,4,2,5,3,6,6,4,6,5,6,4,6,6,7,2,4,3,6,5,2,2,6,2,4,5,5,2,6,2,1,4,6,5,6,4,5,6,6,6,4,5,5,6,2,2,5,6,2,4,6,6,5,2,4,1,1,5,1,1,3,2,54,2,,6,,5,,6,12,,5ab9d6b0e734400001d9b76a
2023-02-15 20:11:48,2023-02-15 20:16:12,0,68.97.7.127,100,264,1,2023-02-15 20:16:12,R_2rBoaqBnqdqtJEX,,,,,35.2025,-97.4835,anonymous,EN,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,52,2,,7,WHITE AMERICAN,3,,3,9,,6101c2aaf8555a745cfb472b
2023-02-15 20:08:33,2023-02-15 20:16:17,0,45.26.9.36,100,464,1,2023-02-15 20:16:18,R_3KoyEK7lPll6dxg,,,,,33.792,-84.2049,anonymous,EN,1,4,4,2,4,2,3,5,2,2,2,4,5,3,4,5,4,5,5,4,4,3,4,2,5,5,3,4,5,5,5,4,5,5,5,5,6,4,5,3,5,2,5,3,2,4,6,3,3,4,3,3,5,2,1,4,4,5,5,4,5,5,3,5,4,4,4,5,5,2,5,5,3,4,5,4,4,3,3,2,2,4,2,3,4,3,,1,,6,,3,,5,2,,5e1cc05963251a04c9fbe321
2023-02-15 20:09:28,2023-02-15 20:16:19,0,47.34.203.23,100,411,1,2023-02-15 20:16:20,R_RrSe16oOnIWMDex,,,,,34.0915,-118.1307,anonymous,EN,1,6,4,3,5,2,3,4,2,2,2,6,5,2,3,4,6,6,7,6,4,5,6,2,5,6,2,5,3,5,6,4,6,6,6,5,6,5,6,7,2,1,4,4,5,4,7,2,3,7,5,2,5,2,1,7,5,6,6,6,6,6,4,7,3,3,3,7,3,2,4,4,5,6,5,5,4,4,3,2,4,4,4,3,2,4,32,1,,1,,3,,3,9,,628e4f0118e498792b2ee35e
2023-02-15 20:06:47,2023-02-15 20:16:19,0,174.17.23.2,100,572,1,2023-02-15 20:16:20,R_2ZKTEVkJ7bgwI8e,,,,,33.3874,-112.0998,anonymous,EN,1,3,5,1,6,3,3,6,3,1,1,5,6,3,5,6,5,6,4,4,3,3,5,4,3,4,1,6,2,6,4,4,6,6,7,3,5,5,6,3,3,1,4,4,3,2,6,2,2,5,1,3,6,2,1,5,5,6,6,4,6,6,2,7,5,3,5,6,1,3,2,6,1,3,7,5,5,2,4,1,3,5,2,1,4,4,60,2,,6,,3,,3,1,,63924c82c0f3b2dba3174427
2023-02-15 20:07:10,2023-02-15 20:16:21,0,24.144.1.35,100,550,1,2023-02-15 20:16:21,R_3EbU9nVJK1KwbBU,,,,,35.0848,-92.4242,anonymous,EN,1,4,5,2,5,2,3,2,1,2,2,6,6,2,3,6,5,6,5,4,3,4,5,3,4,5,2,5,4,5,5,4,5,6,6,5,5,5,5,3,6,3,3,6,2,3,7,2,2,4,4,2,6,2,1,5,5,7,7,3,6,7,4,6,4,5,5,5,5,2,2,5,2,6,6,3,5,1,5,1,2,4,1,1,4,1,39,2,,6,,6,,6,10,,5d3bdd3e3dcf870019c76307
2023-02-15 20:07:47,2023-02-15 20:16:21,0,96.41.179.191,100,513,1,2023-02-15 20:16:21,R_3OqdeHJPS8fgBSr,,,,,42.3394,-122.8475,anonymous,EN,1,3,4,2,5,3,2,2,3,3,2,5,5,5,5,5,6,5,4,4,3,2,4,5,4,4,3,5,2,3,4,4,5,4,6,3,4,4,6,1,5,2,3,4,1,5,5,4,2,3,4,2,4,2,1,2,4,4,6,3,4,4,4,6,3,3,4,3,2,2,6,5,2,6,4,4,4,2,3,2,2,3,2,1,3,1,47,2,,6,,5,,6,11,spiritual,5de1ac810f8b6721970ab78a
2023-02-15 19:59:17,2023-02-15 20:16:21,0,172.59.17.135,100,1023,1,2023-02-15 20:16:22,R_2TsXH3eEmbZfK9E,,,,,18.25,-66.5,anonymous,EN,1,5,3,6,4,2,3,4,4,2,2,6,7,4,5,5,4,6,6,3,2,4,5,3,2,5,3,4,3,5,4,6,5,5,4,4,3,4,5,2,4,3,3,4,3,4,7,4,4,5,2,2,5,2,1,3,6,5,6,2,2,4,5,5,4,5,4,5,3,5,5,6,4,6,6,5,5,2,3,2,3,2,3,2,3,2,25,1,,3,,5,,4,12,,63e6ad367c441aa66e075e56
2023-02-15 20:07:33,2023-02-15 20:16:22,0,76.4.240.222,100,528,1,2023-02-15 20:16:23,R_2PjOPHMx6TW3HEm,,,,,36.175,-115.1372,anonymous,EN,1,2,1,5,6,1,2,3,2,1,1,3,7,1,2,7,1,7,7,5,6,2,3,1,6,6,1,7,6,6,6,4,6,7,7,6,7,6,5,3,6,1,6,7,1,5,7,1,5,6,2,2,7,2,1,3,6,7,7,1,6,7,1,7,2,5,2,5,5,1,5,5,3,3,7,6,2,4,4,2,4,2,4,4,2,4,35,1,,6,,5,,4,9,,59438be336b8f40001de0826
2023-02-15 20:07:32,2023-02-15 20:16:22,0,173.185.66.206,100,530,1,2023-02-15 20:16:23,R_3fcUltH22Jrqs4I,,,,,33.4085,-94.1819,anonymous,EN,1,5,6,4,4,4,2,4,2,1,2,6,6,4,6,6,3,6,4,4,4,4,5,4,5,4,2,6,2,4,4,4,6,5,6,2,6,3,6,2,7,2,3,6,2,4,6,2,2,4,3,1,6,2,1,5,3,6,7,2,5,4,2,5,2,5,4,3,3,2,6,6,4,7,6,4,5,1,3,1,2,4,1,1,2,1,47,1,,6,,3,,2,9,,6034badeb512f97ce3682dc7
